_id,head,normalized_head
19573,lúsug,lusug
19574,lusúk,lusuk
19575,linusúk,linusuk
19576,Lusún,lusun
19577,lusúŋ,lusung
19578,lúsuŋ,lusung
19579,lúsuŋ,lusung
19580,lusút,lusut
19581,palúsut,palusut
19582,lutsanán,lutsanan
19583,lúsyun,lusyun
19584,paŋlúsyun,panglusyun
19585,lutá,luta
19586,lutá,luta
19587,lutalutá,lutaluta
19588,lutalúta,lutaluta
19589,lutáhan,lutahan
19590,lúta,luta
19591,lutáq,luta
19592,lútab,lutab
19593,lutabán,lutaban
19594,lutabún,lutabun
19595,luták,lutak
19596,lutáŋ,lutang
19597,lutaŋlútaŋ,lutanglutang
19598,lútaŋ,lutang
19599,lutaríya,lutariya
19600,lutás,lutas
19601,lútas,lutas
19602,lutáw,lutaw
19606,lútaw,lutaw
19607,palutáw,palutaw
19608,pinalutáw,pinalutaw
19609,lutáy,lutay
19610,lúthaŋ,luthang
19611,luthaŋlúthaŋ,luthangluthang
19612,lúti,luti
19613,lútiq,luti
19614,linútiq,linuti
19615,lutiríya,lutiriya
19616,lútlut,lutlut
19617,lutú,lutu
19618,lutúq,lutu
19619,lútu,lutu
19620,lutúq,lutu
19621,lútuq,lutu
19624,lutúq,lutu
19625,nilútuq,nilutu
19626,linútuq,linutu
19627,nilutuqán,nilutuan
19628,linutuqán,linutuan
19629,malutúq,malutu
19630,lútub,lutub
19631,lútqud,lut-ud
19632,lutúk,lutuk
19633,lútuk,lutuk
19634,lutúŋ,lutung
19635,lútuŋ,lutung
19636,lutúp,lutup
19637,palutúp,palutup
19638,lútus,lutus
19639,lútus,lutus
19640,lútuy,lutuy
19641,lútya,lutya
19642,lútyaq,lutya
19643,lúqub,luub
19644,luqúd,luud
19645,ludqánun,lud-anun
19646,ludqunún,lud-unun
19647,lúqud,luud
19648,paŋlúqud,pangluud
19649,luquráy,luuray
19650,luqurán,luuran
19651,luqúg,luug
19652,linuqúg,linuug
19653,luqúgiŋ,luuging
19654,lúquk,luuk
19655,maŋluluqúk,mangluluuk
19656,lúquk,luuk
19657,luquklúquk,luukluuk
19658,kinaluqukán,kinaluukan
19659,lúqum,luum
19660,luqúm,luum
19661,lúqun,luun
19662,luqún,luun
19663,kalúqun,kaluun
19664,luqúp,luup
19665,luqús,luus
19666,lúquy,luuy
19667,pakilúquy,pakiluuy
19668,pakimalúquy,pakimaluuy
19669,kalúquy,kaluuy
19670,malulúyqun,maluluy-un
19671,makalulúquy,makaluluuy
19672,lúquy,luuy
19674,luwá,luwa
19675,paluwá,paluwa
19676,luwá,luwa
19677,lúwa,luwa
19678,luwáq,luwa
19679,lúwaq,luwa
19681,ludqanán,lud-anan
19682,luwaqánan,luwaanan
19683,luwaqlúwaq,luwaluwa
19684,luwág,luwag
19685,lúwag,luwag
19687,luwák,luwak
19688,lúwak,luwak
19689,luwáŋ,luwang
19690,linuwáŋ,linuwang
19691,luwás,luwas
19692,kaluwásan,kaluwasan
19693,maŋlulúwas,mangluluwas
19694,luwás,luwas
19695,hiluwás,hiluwas
19696,hílwas,hilwas
19697,linuwás,linuwas
19698,kaluwásan,kaluwasan
19699,luwát,luwat
19700,luwát,luwat
19701,luwát,luwat
19702,lúwis,luwis
19703,lúwist,luwist
19705,lúya,luya
19706,maluyáhun,maluyahun
19707,luyahún,luyahun
19708,lúyqa,luy-a
19710,luyqalúyqa,luy-aluy-a
19711,lúyaŋ,luyang
19712,linúyaŋ,linuyang
19713,nilúyaŋ,niluyang
19714,luyát,luyat
19715,lúyat,luyat
19716,lúyluy,luyluy
19717,lúyluy,luyluy
19718,luyú,luyu
19720,paluyú,paluyu
19721,luyulúyu,luyuluyu
19722,luyhánun,luyhanun
19723,tagaluyú,tagaluyu
19724,lúyuŋ,luyung
19725,luyúŋ,luyung
19726,taglúyuŋ,tagluyung
19727,lúyut,luyut
19728,luyút,luyut
19729,lyábi,lyabi
19730,lyabíra,lyabira
19731,lyabíru,lyabiru
19732,lyábi,lyabi
19733,lyágay,lyagay
19734,lyamáda,lyamada
19735,lyamár,lyamar
19737,lyamadúr,lyamadur
19738,lyáwi,lyawi
19739,lyukímya,lyukimya
19740,lyúpis,lyupis
19741,ma,ma
19742,má,ma
19746,maqánun,ma-anun
19747,máqas,maas
19748,maqáyu,maayu
19749,mabáq,maba
19750,mabáw,mabaw
19753,himabáw,himabaw
19754,hamabáw,hamabaw
19755,mágbaw,magbaw
19756,qimabáw,imabaw
19757,minabáw,minabaw
19758,minágbaw,minagbaw
19759,kamábaw,kamabaw
19760,mábdus,mabdus
19762,pamábdus,pamabdus
19763,mábgas,mabgas
19764,mabúlu,mabulu
19765,mádqas,mad-as
19766,mádil,madil
19767,madilún,madilun
19768,madrásta,madrasta
19769,mádri,madri
19772,pakamádri,pakamadri
19773,madrihún,madrihun
19774,mádri,madri
19777,madrína,madrina
19778,mádyik,madyik
19779,madyikíru,madyikiru
19780,mádyuŋ,madyung
19781,kamádyuŋ,kamadyung
19782,mádyuŋ,madyung
19783,madyuŋán,madyungan
19784,madyuŋíru,madyungiru
19785,madyuŋíra,madyungira
19786,madyurít,madyurit
19789,Magahát,magahat
19790,magalyánis,magalyanis
19791,magáŋ,magang
19792,mágaŋ,magang
19793,magasín,magasin
19794,magasín,magasin
19795,magáy,magay
19796,mágay,magay
19798,magayá,magaya
19799,Magindánaw,magindanaw
19803,maglalatík,maglalatik
19804,magnísya,magnisya
19806,mágnit,magnit
19809,magsúqun,magsuun
19810,magtalisáy,magtalisay
19811,mágu,magu
19812,máguq,magu
19813,magús,magus
19814,máha,maha
19818,mahál,mahal
19822,minahál,minahal
19823,kamahálan,kamahalan
19824,malahálun,malahalun
19825,mahálun,mahalun
19826,mahalún,mahalun
19827,mahinálun,mahinalun
19828,mahán,mahan
19829,maharliká,maharlika
19830,máhay,mahay
19832,mahiká,mahika
19833,mahikú,mahiku
19834,mahistrádu,mahistradu
19835,mahuganí,mahugani
19836,maqigáŋ,maigang
19837,maqilúku,mailuku
19839,maqinqánun,ma-in-anun
19840,maqís,mais
19842,maqísan,maisan
19843,kamaqísan,kamaisan
19844,maqísal,maisal
19845,maqismáqis,maismais
19846,maqísun,maisun
19847,maqístra,maistra
19849,maqístru,maistru
19854,makahiyáq,makahiya
19855,makalíbri,makalibri
19856,makán,makan
19857,makapunúq,makapunu
19859,makarúni,makaruni
19860,Makáw,makaw
19862,máki,maki
19863,máki,maki
19865,makiná,makina
19868,makinárya,makinarya
19869,makinílya,makinilya
19870,makinilyádu,makinilyadu
19871,minakinílya,minakinilya
19872,makinísta,makinista
19873,makiníta,makinita
19874,mákmak,makmak
19877,mákra,makra
19878,máksut,maksut
19879,mákuq,maku
19881,makúpa,makupa
19882,mal,mal
19885,malá,mala
19887,mamalá,mamala
19889,kamadmalaqán,kamadmalaan
19890,malabagákay,malabagakay
19891,malabanú,malabanu
19892,malabutáŋ,malabutang
19893,malagayá,malagaya
19894,Malakányan,malakanyan
19895,Malakányaŋ,malakanyang
19896,málqam,mal-am
19897,maláŋsi,malangsi
19898,malapatí,malapati
19899,malapí,malapi
19901,malapúnti,malapunti
19902,malárya,malarya
19903,malaryahún,malaryahun
19904,málas,malas
19905,malasádu,malasadu
19906,malasáwu,malasawu
19907,malasugí,malasugi
19908,malasúgi,malasugi
19909,malatálu,malatalu
19910,malatínduk,malatinduk
19911,málay,malay
19913,maláyaŋ,malayang
19914,malaypálay,malaypalay
19915,Maláyu,malayu
19916,málbas,malbas
19917,maldisiyún,maldisiyun
19918,maldíta,maldita
19919,maldítu,malditu
19921,minalditú,minalditu
19922,malqidukáda,mal-idukada
19923,malqidukádu,mal-idukadu
19924,malígas,maligas
19925,malígnu,malignu
19927,malígnuq,malignu
19928,malímnu,malimnu
19929,malíŋka,malingka
19930,malísya,malisya
19931,malisyúsa,malisyusa
19932,malisyúsu,malisyusu
19933,málit,malit
19934,malíta,malita
19935,malitín,malitin
19936,málmal,malmal
19937,málmal,malmal
19938,malpagadúr,malpagadur
19939,malpagadúra,malpagadura
19940,maltabána,maltabana
19941,maltratár,maltratar
19942,málu,malu
19944,malúq,malu
19946,malúq,malu
19947,máluq,malu
19948,máluq,malu
19949,malúbgas,malubgas
19950,maluqíbun,maluibun
19951,máluŋ,malung
19952,malúŋgay,malunggay
19953,málus,malus
19954,malyíti,malyiti
19955,malyúrka,malyurka
19956,mám,mam
19957,máma,mama
19958,máma,mama
19959,mamáq,mama
19961,mamqanán,mam-anan
19962,malámqan,malam-an
19963,malámqun,malam-un
19964,hiŋmamáq,hingmama
19965,mamadúr,mamadur
19966,mámam,mamam
19967,mamáy,mamay
19968,mámbad,mambad
19969,mámbu,mambu
19970,mámi,mami
19971,mámi,mami
19972,mamilúku,mamiluku
19973,mamíŋ,maming
19974,mámpud,mampud
19975,Mámpur,mampur
19978,mámsaq,mamsa
19980,mámsaq,mamsa
19981,mamún,mamun
19982,mamún,mamun
19983,mámurd,mamurd
19984,mámurds,mamurds
19985,mamuráy,mamuray
19986,man,man
19997,maná,mana
19998,mána,mana
19999,mána,mana
20000,manágiŋ,managing
20001,manalábtan,manalabtan
20002,manámuq,manamu
20003,mananábtan,mananabtan
20004,mananáŋgal,manananggal
20005,mananáŋkuy,mananangkuy
20006,mananáp,mananap
20007,minananáp,minananap
20008,manánqaw,manan-aw
20009,manándis,manandis
20010,manáŋ,manang
20011,mánaŋ,manang
20012,manaŋgíti,mananggiti
20013,manánuy,mananuy
20014,manátad,manatad
20016,manaqú,manau
20017,manaqúl,manaul
20018,manaqúl,manaul
20019,manáy,manay
20020,mánay,manay
20021,máNqay,man-ay
20022,mánbad,manbad
20024,kamánbad,kamanbad
20025,mandalúsa,mandalusa
20026,Mandalúyuŋ,mandaluyung
20027,tagamandalúyuŋ,tagamandaluyung
20030,mandǎr,mandar
20031,mandasiyún,mandasiyun
20032,mandasiyún,mandasiyun
20033,mánday,manday
20035,mándi,mandi
20036,mándiŋ,manding
20037,mánduq,mandu
20038,magmamánduq,magmamandu
20039,mamandúqun,mamanduun
20040,kamandúqan,kamanduan
20041,mandúŋgu,mandunggu
20042,manduŋgáda,mandunggada
20043,maŋá,manga
20044,maŋagát,mangagat
20045,maŋágat,mangagat
20046,maŋágaw,mangagaw
20047,máŋga,mangga
20048,maŋgáhun,manggahun
20049,maŋgahán,manggahan
20050,máŋgad,manggad
20051,maŋgaránun,manggaranun
20052,máŋgas,manggas
20053,maŋgátus,manggatus
20055,maŋgilís,manggilis
20057,máŋgu,manggu
20058,maŋgulímbaw,manggulimbaw
20059,maŋgústan,manggustan
20060,máŋhud,manghud
20061,qigmáŋhud,igmanghud
20062,kamaŋhúran,kamanghuran
20063,kinamaŋhúran,kinamanghuran
20064,máŋkay,mangkay
20065,maŋkimáŋki,mangkimangki
20066,máŋku,mangku
20067,máŋkuq,mangku
20068,maŋkumú,mangkumu
20069,máŋliw,mangliw
20070,máŋluy,mangluy
20071,máŋnu,mangnu
20072,máŋnuq,mangnu
20073,pahimáŋnu,pahimangnu
20074,máŋsi,mangsi
20075,máŋtas,mangtas
20076,maŋúq,mangu
20077,Máŋyan,mangyan
20078,mánhak,manhak
20079,maní,mani
20081,manimaní,manimani
20082,máni,mani
20088,manibilá,manibila
20089,mánids,manids
20090,manídsir,manidsir
20092,maníhu,manihu
20093,maniqít,maniit
20094,manikín,manikin
20095,manikiyúr,manikiyur
20096,manikiyurísta,manikiyurista
20097,Maníla,manila
20098,Manílaq,manila
20101,manilánqun,manilan-un
20102,manilínyu,manilinyu
20103,manilínya,manilinya
20104,manílaq,manila
20106,manínay,maninay
20107,maniníyut,maniniyut
20108,manínuy,maninuy
20109,manístil,manistil
20110,maniqúbra,maniubra
20111,mankumunidád,mankumunidad
20113,mánlaq,manla
20114,manlawúd,manlawud
20115,manlulúndaq,manlulunda
20116,mánlut,manlut
20117,mánlut,manlut
20119,máNqrqay,man-r-ay
20120,mánsa,mansa
20121,mansádu,mansadu
20122,mansahún,mansahun
20123,mansánas,mansanas
20124,mansanílya,mansanilya
20125,mansanítas,mansanitas
20126,mansibádu,mansibadu
20127,mansinítas,mansinitas
20128,mansiyún,mansiyun
20129,mánsu,mansu
20130,mansuhán,mansuhan
20131,mansuhánan,mansuhanan
20132,mantágaq,mantaga
20133,mantálaq,mantala
20134,mantalaqán,mantalaan
20135,paŋmantalaqán,pangmantalaan
20136,magmamantálaq,magmamantala
20137,tagapaŋmantálaq,tagapangmantala
20138,tigmantálaq,tigmantala
20139,mantalágaq,mantalaga
20140,mántas,mantas
20141,mantiqának,mantianak
20142,mantíqaw,mantiaw
20143,mantíkaq,mantika
20146,mantikáq,mantika
20147,minantikáqan,minantikaan
20148,mantikáqun,mantikaun
20150,mantikílya,mantikilya
20151,mántil,mantil
20152,mantílya,mantilya
20153,mantilyína,mantilyina
20154,mantiníl,mantinil
20155,mantinír,mantinir
20156,minantiníl,minantinil
20157,mántiw,mantiw
20158,mantiyának,mantiyanak
20159,mántsa,mantsa
20160,mantsinítas,mantsinitas
20161,mantsúsu,mantsusu
20162,mánu,manu
20163,manuhán,manuhan
20164,mánu,manu
20165,mánu,manu
20166,mánu,manu
20167,mánu,manu
20168,manumánu,manumanu
20169,manúbig,manubig
20170,manubíla,manubila
20171,Manúbu,manubu
20172,Manúbuq,manubu
20173,manugímpu,manugimpu
20174,manugímpul,manugimpul
20175,manúk,manuk
20177,manukán,manukan
20178,manúkan,manukan
20179,minanúk,minanuk
20180,manúkun,manukun
20181,manukún,manukun
20182,manukmánuk,manukmanuk
20183,manukúlu,manukulu
20184,manúl,manul
20185,manulúnda,manulunda
20186,manulúndaq,manulunda
20187,manumbága,manumbaga
20188,manúŋ,manung
20189,mánuŋ,manung
20190,manúŋgal,manunggal
20191,manúŋgul,manunggul
20192,mánus,manus
20193,manútu,manutu
20194,mánuy,manuy
20195,manúy,manuy
20196,mánwal,manwal
20197,mánya,manya
20198,mányak,manyak
20199,manyámpuk,manyampuk
20200,manyána,manyana
20203,mányaŋ,manyang
20204,mápa,mapa
20205,mápiŋ,maping
20206,mapúnti,mapunti
20208,marabál,marabal
20209,marabílyas,marabilyas
20210,marábya,marabya
20211,maragábit,maragabit
20212,maragáti,maragati
20213,marákas,marakas
20214,marál,maral
20215,máram,maram
20216,maramáq,marama
20217,marámaq,marama
20218,Maranáw,maranaw
20219,maráŋ,marang
20220,máraŋ,marang
20221,marapíta,marapita
20222,maratún,maratun
20223,márbas,marbas
20224,margarín,margarin
20225,margarína,margarina
20226,margáti,margati
20227,marí,mari
20228,maribágu,maribagu
20229,maribuhúk,maribuhuk
20230,marigúld,mariguld
20231,marihwána,marihwana
20232,márik,marik
20233,mariká,marika
20234,marína,marina
20235,mariníra,marinira
20236,marínu,marinu
20238,mariníru,mariniru
20239,maripúsa,maripusa
20240,marísi,marisi
20241,Maríya,mariya
20247,mariyál,mariyal
20248,márka,marka
20252,márkir,markir
20253,márkis,markis
20254,markísa,markisa
20255,márkit,markit
20258,márku,marku
20259,márku,marku
20260,márkut,markut
20261,mármul,marmul
20262,márpil,marpil
20263,marsánti,marsanti
20264,marsíku,marsiku
20265,marsiyál,marsiyal
20266,Mársu,marsu
20267,marsútu,marsutu
20268,martabána,martabana
20269,Márti,marti
20270,martílyu,martilyu
20273,martiníku,martiniku
20274,mártir,martir
20276,Mártis,martis
20278,marts,marts
20280,sagítsit,sagitsit
20281,gu,gu
20282,mártsa,martsa
20283,martsánti,martsanti
20284,martuníku,martuniku
20285,marúbya,marubya
20286,marúnuŋ,marunung
20287,minarunúŋ,minarunung
20288,marúy,maruy
20289,marúya,maruya
20290,maryánas,maryanas
20291,Maryúsip,maryusip
20292,mas,mas
20295,mása,masa
20296,masahán,masahan
20297,mása,masa
20299,masáhi,masahi
20300,masahísta,masahista
20301,masámuŋ,masamung
20302,másaŋ,masang
20303,masariyál,masariyal
20304,mási,masi
20305,masíg,masig
20307,masíg,masig
20308,masimasí,masimasi
20309,kamasimasí,kamasimasi
20310,masimási,masimasi
20311,masínqgan,masin-gan
20312,masíŋgan,masinggan
20313,minasíŋgan,minasinggan
20314,masítas,masitas
20316,masitasán,masitasan
20317,masitíra,masitira
20318,masiyár,masiyar
20319,masyáda,masyada
20320,masyadúr,masyadur
20321,maskáda,maskada
20322,maskará,maskara
20323,máski,maski
20324,máskin,maskin
20325,maskipáp,maskipap
20326,maskipáps,maskipaps
20328,maskuláda,maskulada
20329,maskuládu,maskuladu
20330,masputítu,masputitu
20331,masputítus,masputitus
20332,mástir,mastir
20336,masturbísyun,masturbisyun
20337,másu,masu
20338,másquk,mas-uk
20339,masún,masun
20340,masúy,masuy
20342,masyáda,masyada
20343,masyádu,masyadu
20344,masyadúr,masyadur
20345,másyaw,masyaw
20346,mat,mat
20347,mát,mat
20348,matá,mata
20359,matambáka,matambaka
20361,himátqan,himat-an
20362,hikatúlgan,hikatulgan
20364,máta,mata
20365,matamatá,matamata
20366,matamáta,matamata
20367,higmatá,higmata
20368,hagmatá,hagmata
20369,mátqan,mat-an
20373,paŋmatá,pangmata
20374,tagimatá,tagimata
20375,taglimatá,taglimata
20376,tagumatá,tagumata
20377,matáda,matada
20378,minatáda,minatada
20379,matadíra,matadira
20380,matadíru,matadiru
20381,matadíru,matadiru
20382,matadúr,matadur
20383,matág,matag
20388,matalákqun,matalak-un
20389,matakqánun,matak-anun
20390,matáŋ,matang
20391,matáŋ,matang
20392,mátaŋ,matang
20393,kamátaŋ,kamatang
20394,matánsa,matansa
20395,matansíra,matansira
20396,matansíru,matansiru
20397,matáy,matay
20398,kamátay,kamatay
20399,pakamatáy,pakamatay
20400,paŋamátay,pangamatay
20404,himalátyun,himalatyun
20405,minatáy,minatay
20407,minátay,minatay
20408,kamatáy,kamatay
20409,kalamátyan,kalamatyan
20410,kinamátyan,kinamatyan
20411,kamatayún,kamatayun
20412,kinamatayún,kinamatayun
20413,magmalátay,magmalatay
20414,máti,mati
20415,matikmátik,matikmatik
20416,matikúd,matikud
20417,matimáti,matimati
20418,matimátiks,matimatiks
20419,matíŋ,mating
20420,matiriyál,matiriyal
20421,matiriyál,matiriyal
20422,matirnití,matirniti
20424,matiryális,matiryalis
20426,mátmat,matmat
20427,mátmat,matmat
20428,mátŋaq,matnga
20429,mátŋun,matngun
20431,pahimátŋun,pahimatngun
20432,kahimátŋun,kahimatngun
20433,matráka,matraka
20435,matrídu,matridu
20436,matrikulá,matrikula
20437,matrimúnyal,matrimunyal
20438,matríra,matrira
20439,matríru,matriru
20440,mátris,matris
20441,mátris,matris
20442,matrúna,matruna
20443,mats,mats
20444,mátsa,matsa
20445,mátsiŋ,matsing
20446,mátsiŋ,matsing
20447,mátsuy,matsuy
20449,matulíq,matuli
20450,matúmat,matumat
20451,matún,matun
20452,matutúq,matutu
20453,mátyag,matyag
20454,matyanák,matyanak
20455,maqú,mau
20475,kamaqú,kamau
20476,dimáqu,dimau
20477,pakamaqú,pakamau
20478,maqumáqu,maumau
20481,maqúŋ,maung
20482,maquraqúra,mauraura
20483,maqút,maut
20484,minaqút,minaut
20485,máqut,maut
20486,kamáqut,kamaut
20488,mawuŋmáwuŋ,mawungmawung
20489,mawútpis,mawutpis
20490,máwquy,maw-uy
20491,may,may
20496,máya,maya
20498,mayáq,maya
20499,kamayáq,kamaya
20500,mayáman,mayaman
20501,mayamayá,mayamaya
20502,mayamáya,mayamaya
20503,mayánaq,mayana
20504,mayáqus,mayaus
20505,máybay,maybay
20506,máyhu,mayhu
20507,máyhum,mayhum
20508,mayík,mayik
20509,máylab,maylab
20510,máymay,maymay
20511,pamáymay,pamaymay
20512,pamaymayún,pamaymayun
20513,máynur,maynur
20514,maypáy,maypay
20515,máyrun,mayrun
20516,máytir,maytir
20518,Máyu,mayu
20520,mayúkmuk,mayukmuk
20521,kamayúkmuk,kamayukmuk
20522,máyuŋ,mayung
20523,máyquŋ,may-ung
20524,kamáyquŋ,kamay-ung
20525,mayunís,mayunis
20526,mayunísa,mayunisa
20527,mayúr,mayur
20531,máyur,mayur
20532,mayuríya,mayuriya
20533,mayurúq,mayuru
20534,mayuskulá,mayuskula
20535,mga,mga
20536,mi,mi
20537,mi,mi
20542,míd,mid
20543,pamíd,pamid
20544,mídal,midal
20545,bruns,bruns
20546,guld,guld
20548,midalíst,midalist
20549,midálya,midalya
20550,midályun,midalyun
20551,mídi,midi
20552,midída,midida
20553,midikál,midikal
20554,midikílyu,midikilyu
20555,midikú,midiku
20558,midisín,midisin
20561,midisína,midisina
20562,midiyá,midiya
20569,midiyamidiyá,midiyamidiya
20570,midiyahán,midiyahan
20571,midiyás,midiyas
20572,midiyásan,midiyasan
20573,midiyú,midiyu
20575,midiyús,midiyus
20576,mídtik,midtik
20577,mídtirm,midtirm
20578,midqubqánur,mid-ub-anur
20580,midwayíp,midwayip
20581,midwayipirí,midwayipiri
20582,mídyur,midyur
20583,mígkap,migkap
20584,mígkat,migkat
20585,migrupunú,migrupunu
20586,mihihíq,mihihi
20587,mihiqmihíq,mihimihi
20588,mihít,mihit
20589,mihúras,mihuras
20590,mík,mik
20591,mikáq,mika
20592,mikanikál,mikanikal
20595,mikanikú,mikaniku
20596,mikanísmu,mikanismu
20597,míkqap,mik-ap
20598,míkqap,mik-ap
20599,míki,miki
20600,mikrúbyu,mikrubyu
20602,mikrupunú,mikrupunu
20603,mikruskúpyu,mikruskupyu
20604,míkskla,mikskla
20605,mil,mil
20607,dusyíntus,dusyintus
20609,milmíl,milmil
20610,míl,mil
20611,milágru,milagru
20613,milagrusá,milagrusa
20614,milagrusú,milagrusu
20615,milaqmiláq,milamila
20616,milaŋkuliyá,milangkuliya
20617,milaŋkulíya,milangkuliya
20618,miláru,milaru
20619,mílbaks,milbaks
20620,milibikí,milibiki
20621,miligrámu,miligramu
20622,miligúy,miliguy
20623,milimítru,milimitru
20624,milíndris,milindris
20625,milísya,milisya
20626,milisyaqún,milisyaun
20627,militár,militar
20631,milk,milk
20633,mílma,milma
20634,milúq,milu
20635,milún,milun
20636,mílun,milun
20637,milúŋ,milung
20638,mílya,milya
20639,milyahí,milyahi
20640,mílyun,milyun
20643,milyunárya,milyunarya
20644,milyunáryu,milyunaryu
20646,mímbru,mimbru
20647,pamímbru,pamimbru
20648,mími,mimi
20649,mímiŋ,miming
20650,mímis,mimis
20651,mímis,mimis
20652,mímu,mimu
20653,mimurándum,mimurandum
20654,mimuráyis,mimurayis
20655,mimúrya,mimurya
20656,mímyu,mimyu
20657,mimyúgrap,mimyugrap
20658,tigmimyúgrap,tigmimyugrap
20659,mína,mina
20660,minahán,minahan
20661,minahún,minahun
20662,mína,mina
20663,minándis,minandis
20664,Mindanáw,mindanaw
20666,míŋ,ming
20667,míŋaw,mingaw
20669,kamíŋaw,kamingaw
20670,mamíŋaw,mamingaw
20671,mamiŋáwun,mamingawun
20672,kamiŋáwan,kamingawan
20673,míŋhuy,minghuy
20674,míŋkay,mingkay
20675,míŋmiŋ,mingming
20676,miníq,mini
20677,minqibín,min-ibin
20678,minqibínt,min-ibint
20679,minimú,minimu
20680,minimúm,minimum
20681,minindyáytis,minindyaytis
20682,minirál,miniral
20683,minirális,miniralis
20684,minírba,minirba
20685,miníru,miniru
20686,minískirt,miniskirt
20687,minístil,ministil
20688,ministíryu,ministiryu
20689,minístru,ministru
20691,míns,mins
20692,minsáhi,minsahi
20693,minsahirú,minsahiru
20694,míntal,mintal
20695,mintalidád,mintalidad
20696,mintirá,mintira
20697,mintíryu,mintiryu
20698,míntras,mintras
20700,míntul,mintul
20701,mínuq,minu
20702,minúdu,minudu
20703,paminúdu,paminudu
20704,minúldi,minuldi
20705,minúŋa,minunga
20706,minqúpis,min-upis
20707,minúr,minur
20708,minurmínur,minurminur
20709,minúr,minur
20711,minuríya,minuriya
20712,mínus,minus
20713,minús,minus
20714,minuskulá,minuskula
20715,minutíru,minutiru
20716,minútu,minutu
20717,minútus,minutus
20718,mínyak,minyak
20719,mínyat,minyat
20720,mínyuq,minyu
20721,kaminyúqun,kaminyuun
20722,magmilínyuq,magmilinyu
20723,míra,mira
20724,mirakúl,mirakul
20726,miramíra,miramira
20727,mirasúl,mirasul
20728,mirída,mirida
20729,miriguráwun,mirigurawun
20730,mirkánu,mirkanu
20731,mirikú,miriku
20732,pamirikú,pamiriku
20733,mirínda,mirinda
20734,miríŋgi,miringgi
20735,mirísi,mirisi
20736,miritú,miritu
20737,mirkádu,mirkadu
20738,mirkána,mirkana
20739,mirkánu,mirkanu
20740,Mirkulís,mirkulis
20744,mírma,mirma
20745,mirtiyulít,mirtiyulit
20746,mirún,mirun
20747,mirúy,miruy
20748,miryínda,miryinda
20750,mis,mis
20751,mis,mis
20752,mísis,misis
20753,mísa,misa
20768,pamísa,pamisa
20769,mísa,misa
20771,misáda,misada
20772,misál,misal
20773,mísal,misal
20774,misáy,misay
20775,mísbuy,misbuy
20776,misík,misik
20778,misímis,misimis
20779,misimús,misimus
20780,misirábli,misirabli
20781,misirinúbis,misirinubis
20782,mísis,misis
20783,mísis,misis
20784,misís,misis
20785,misíta,misita
20786,misítas,misitas
20787,misitasán,misitasan
20788,misitíra,misitira
20789,misíyas,misiyas
20790,misiyún,misiyun
20791,misiyunáry,misiyunary
20792,misiyuníru,misiyuniru
20793,miskínu,miskinu
20794,mískla,miskla
20795,mísmis,mismis
20796,mísmu,mismu
20800,mistík,mistik
20801,místil,mistil
20802,minístil,ministil
20803,místir,mistir
20804,mistǐr,mistir
20806,mistíryu,mistiryu
20807,mistiryúsa,mistiryusa
20808,mistiryúsu,mistiryusu
20809,mistísa,mistisa
20811,mistisahún,mistisahun
20812,mistisílya,mistisilya
20813,mistísu,mistisu
20815,baŋús,bangus
20816,pátsaŋ,patsang
20817,mistisuhún,mistisuhun
20818,ministisú,ministisu
20819,místra,mistra
20820,místru,mistru
20821,míswa,miswa
20822,míswa,miswa
20823,misyunibírs,misyunibirs
20824,mitád,mitad
20825,mítal,mital
20826,mitaliká,mitalika
20827,mitalikú,mitaliku
20828,mitaqmitáq,mitamita
20829,mitaqmitáq,mitamita
20830,mitaqmitáqun,mitamitaun
20831,míthiq,mithi
20832,pakamíthiq,pakamithi
20833,mití,miti
20834,mitimíti,mitimiti
20835,mitilmítil,mitilmitil
20836,mítiŋ,miting
20838,mítiŋanan,mitinganan
20839,mitirmítir,mitirmitir
20840,mítkan,mitkan
20841,mítmit,mitmit
20842,mítnaq,mitna
20843,mítru,mitru
20844,mítrus,mitrus
20845,mitrusán,mitrusan
20846,mitruhán,mitruhan
20847,mítsa,mitsa
20848,mitsahán,mitsahan
20849,mítsa,mitsa
20850,mitsádu,mitsadu
20851,mitsilín,mitsilin
20852,mituqáku,mituaku
20853,mitudú,mitudu
20854,mituluhíya,mituluhiya
20855,miqunmíqun,miunmiun
20856,míya,miya
20858,miyáw,miyaw
20859,míyaw,miyaw
20860,míyur,miyur
20864,mu,mu
20865,mu,mu
20866,mu,mu
20867,mu,mu
20870,múb,mub
20871,múbgas,mubgas
20872,múbil,mubil
20874,mubúq,mubu
20886,hamubúq,hamubu
20887,múgbuq,mugbu
20888,minubúq,minubu
20889,múda,muda
20890,mudílu,mudilu
20891,mudipikár,mudipikar
20892,mudiradúr,mudiradur
20893,múdirn,mudirn
20894,mudírnu,mudirnu
20895,mudísta,mudista
20896,múdmud,mudmud
20897,múdtu,mudtu
20898,múdu,mudu
20899,múdquk,mud-uk
20900,mudqúkun,mud-ukun
20901,múdus,mudus
20902,múgqaw,mug-aw
20903,múgmug,mugmug
20904,múgnaq,mugna
20905,magmumúgnaq,magmumugna
20906,tigmúgnaq,tigmugna
20907,tagmúgnaq,tagmugna
20908,múgtuk,mugtuk
20909,múgqut,mug-ut
20910,muhír,muhir
20912,muhún,muhun
20913,mukasín,mukasin
20914,múkda,mukda
